run_id,bin,agreement_low,agreement_high,n,share,featured_fraction,majority_baseline,lift,error_share,accuracy,balanced_accuracy,auc_roc,ece,brier,arch,dataset,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed0,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10835611089418207,0.7784543325526933,0.6755173760249903,0.6687007065571391,0.7344917268144684,0.08386019296574673,0.21584155223219578,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,0,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed0,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.31107606028741674,0.19250585480093677,0.9279705573080967,0.9231558783165599,0.9772259419446062,0.2722564859154494,0.13346152039377554,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,0,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed0,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2852228751612441,0.024824355971896955,0.9924036118675649,0.9901836895081646,0.9995042738400435,0.23924421212186492,0.0692000461568108,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,0,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed0,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16641890887468413,0.003747072599531616,0.9994053812992418,0.9987535605111069,0.9999836590464611,0.1406961886351506,0.024312725874376478,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,0,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed0,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22853344612967552,0.000468384074941452,0.9999395733881201,0.999867829764737,1.0,0.08261007901916595,0.008432442608668015,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,0,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed1,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10698945724326436,0.7617526243724326,0.6741507223740726,0.6730508346938886,0.7325303533872587,0.08361510934336538,0.21762201480779908,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,1,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed1,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.3042411496670172,0.2053856686444546,0.9211356466876972,0.9197831759960076,0.975211703609748,0.2708052680773816,0.1373311484892169,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,1,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed1,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.28364626630356893,0.02921040620721132,0.9908270030098897,0.9886387738609757,0.9993517961318479,0.24709283889901232,0.07375689403396511,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,1,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed1,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16649323621227896,0.003194888178913738,0.9994797086368367,0.9989760794252146,0.9999934278789534,0.1500019817556995,0.02725097410751299,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,1,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed1,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22853344612967552,0.00045641259698767686,0.9999395733881201,0.999867829764737,1.0,0.08867820912854024,0.009638608169607491,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,1,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed2,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10327996876220236,0.7778801843317973,0.6704412338930106,0.6663087688080759,0.7325454922337717,0.0795809196927197,0.21681948143710586,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,2,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed2,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.30932351910269895,0.19400921658986175,0.926218016123379,0.9239891769940947,0.9786185852116775,0.2711570470927161,0.13354114504689557,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,2,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed2,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2849362190053032,0.02534562211981567,0.992116955711624,0.9898376137208906,0.9994103269372059,0.23868194461441217,0.06907334209934711,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,2,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed2,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16656756354987368,0.0027649769585253456,0.9995540359744314,0.9990206943979995,0.999996763577853,0.14096612692841745,0.024363518892191946,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,2,False,True
convnext_tiny_soft_d4_photo_s224_full_bce_nfull_seed2,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.2285938727415554,0.0,1.0,1.0,1.0,0.0824879290208178,0.008388270213517176,convnext_tiny,gz2,soft,d4_photo,224,full,bce,0,2,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed0,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10777040218664591,0.748314606741573,0.6749316673174541,0.6724039789546743,0.7307646980731741,0.07969677423107722,0.21652539416731642,convnext_tiny,gz2,soft,d4,112,full,bce,0,0,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed0,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.29670522257273046,0.22157303370786516,0.9135997195934105,0.9114214682275639,0.9722745596980787,0.25593066997329916,0.13434583254589494,convnext_tiny,gz2,soft,d4,112,full,bce,0,0,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed0,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.28436290669342124,0.02651685393258427,0.991543643399742,0.9892888626194698,0.9994077972159574,0.23620533397864674,0.06872942904472107,convnext_tiny,gz2,soft,d4,112,full,bce,0,0,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed0,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16649323621227896,0.003146067415730337,0.9994797086368367,0.9993318873078603,0.9999888214376156,0.13818569862928506,0.02383602776366469,convnext_tiny,gz2,soft,d4,112,full,bce,0,0,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed0,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22853344612967552,0.00044943820224719103,0.9999395733881201,0.999867829764737,1.0,0.08092083816612795,0.00807676821276667,convnext_tiny,gz2,soft,d4,112,full,bce,0,0,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed1,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10347520499804774,0.757181328545781,0.670636470128856,0.6667479506271752,0.728408783015301,0.07386341566646859,0.2162853584308488,convnext_tiny,gz2,soft,d4,112,full,bce,0,1,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed1,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.2982825096389765,0.21723518850987433,0.9151770066596565,0.9114863178907094,0.972193205210846,0.25685267998744554,0.13372086985564738,convnext_tiny,gz2,soft,d4,112,full,bce,0,1,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed1,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2853662032392146,0.02333931777378815,0.9925469399455353,0.9894246243264742,0.9993850297247208,0.23682527309017984,0.06814773822313075,convnext_tiny,gz2,soft,d4,112,full,bce,0,1,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed1,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.1666418908874685,0.002244165170556553,0.9996283633120262,0.99942111725343,0.9999987888236138,0.1404695943243258,0.024181635824415994,convnext_tiny,gz2,soft,d4,112,full,bce,0,1,False,True
convnext_tiny_soft_d4_s112_full_bce_nfull_seed1,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.2285938727415554,0.0,1.0,1.0,1.0,0.08327161299743562,0.008527786180362155,convnext_tiny,gz2,soft,d4,112,full,bce,0,1,False,True
convnext_tiny_soft_d4_s160_full_bce_nfull_seed0,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.10581803982819216,0.7641423357664233,0.6729793049590004,0.6712169381178299,0.7297220585415314,0.08037665058967425,0.21730488462957012,convnext_tiny,gz2,soft,d4,160,full,bce,0,0,False,True
convnext_tiny_soft_d4_s160_full_bce_nfull_seed0,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.3028391167192429,0.20894160583941607,0.9197336137399229,0.9176933013806869,0.974548781502121,0.264648406324034,0.13508375186931282,convnext_tiny,gz2,soft,d4,160,full,bce,0,0,False,True
